symbol,name,reportDate,fiscalDateEnding,estimate,currency
AMK,Assetmark Financial Holdings Inc,2023-10-30,2023-09-30,0.58,USD
AMKBY,AMKBY,2023-11-03,2023-09-30,0.0999,USD
AMKR,AMKOR Technology Inc,2023-10-30,2023-09-30,0.53,USD
AMLI,American Lithium Corp,2023-10-30,2023-08-31,-0.015,CAD
AMLX,Amylyx Pharmaceuticals Inc,2023-11-10,2023-09-30,0.45,USD
AMMJ,AMMJ,2023-11-20,2023-09-30,,USD
AMN,AMN Healthcare Services Inc,2023-11-01,2023-09-30,1.64,USD
AMNB,American National Bankshares Inc,2023-10-18,2023-09-30,0.63,USD
AMNF,AMNF,2023-10-12,2023-09-30,,USD
AMNI,AMNI,2023-11-13,2023-09-30,0,USD
AMNL,AMNL,2023-11-29,2023-09-30,0,USD
AMOT,AMOT,2023-10-31,2023-09-30,0.53,USD
AMP,Ameriprise Financial Inc,2023-10-23,2023-09-30,7.68,USD
AMPE,Ampio Pharmaceuticals Inc,2023-11-13,2023-09-30,,USD
AMPG,Amplitech Group Inc,2023-11-13,2023-09-30,0.15,USD
AMPH,Amphastar Pharmaceuticals Inc,2023-11-06,2023-09-30,0.69,USD
AMPL,Amplitude Inc - Class A,2023-10-31,2023-09-30,0.03,USD
AMPS,Altus Power Inc - Class A,2023-11-13,2023-09-30,0.04,USD
AMPX,Amprius Technologies Inc,2023-11-09,2023-09-30,-0.1225,USD
AMPY,Amplify Energy Corp,2023-10-30,2023-09-30,0.16,USD
AMR,Alpha Metallurgical Resources Inc,2023-11-06,2023-09-30,9.1,USD
AMRC,Ameresco Inc - Class A,2023-10-30,2023-09-30,0.48,USD
AMRK,A-Mark Precious Metals Inc,2023-11-06,2023-09-30,1.25,USD
AMRN,Amarin Corp,2023-10-27,2023-09-30,-0.04,USD
AMRS,,2023-11-06,2023-09-30,-0.2675,USD
AMRSQ,AMRSQ,2023-09-25,2023-06-30,0.18,USD
AMRSQ,AMRSQ,2023-11-06,2023-09-30,-0.275,USD
AMRX,Amneal Pharmaceuticals Inc - Class A,2023-11-02,2023-09-30,0.11,USD
AMS,American Shared Hospital Services,2023-11-08,2023-09-30,,USD
AMSC,American Superconductor Corp,2023-10-30,2023-09-30,-0.09,USD
AMSF,Amerisafe Inc,2023-10-24,2023-09-30,0.69,USD
AMST,Amesite Inc,2023-09-26,2023-06-30,,USD
AMST,Amesite Inc,2023-11-08,2023-09-30,,USD
AMSWA,American Software Inc - Class A,2023-11-15,2023-10-31,0.1,USD
AMSYF,AMSYF,2023-11-09,2023-09-30,0.997,USD
AMT,American Tower Corp,2023-10-25,2023-09-30,1.14,USD
AMTB,Amerant Bancorp Inc - Class A,2023-10-18,2023-09-30,0.58,USD
AMTD,AMTD IDEA Group,2023-09-28,2023-06-30,,HKD
AMTI,Applied Molecular Transport Inc,2023-11-06,2023-09-30,-0.5,USD
AMTX,Aemetis Inc,2023-11-01,2023-09-30,-0.29,USD
AMTY,AMTY,2023-11-29,2023-09-30,0,USD
AMWD,American Woodmark Corp,2023-11-20,2023-10-31,2.15,USD
AMWL,American Well Corporation - Class A,2023-11-06,2023-09-30,-0.21,USD
AMYZF,AMYZF,2023-11-27,2023-10-31,,USD
AMZN,Amazon.com Inc,2023-10-25,2023-09-30,0.58,USD
AN,Autonation Inc,2023-10-25,2023-09-30,5.49,USD
ANAB,AnaptysBio Inc,2023-11-06,2023-09-30,-1.79,USD
ANCTF,ANCTF,2023-11-20,2023-10-31,0.7291,USD
ANDE,Andersons Inc,2023-10-30,2023-09-30,0.53,USD
ANDR,ANDR,2023-11-13,2023-09-30,0,USD
ANEB,Anebulo Pharmaceuticals Inc,2023-11-08,2023-09-30,-0.11,USD
ANET,Arista Networks Inc,2023-10-30,2023-09-30,1.58,USD
ANF,Abercrombie & Fitch Co. - Class A,2023-11-20,2023-10-31,1.07,USD
ANFGF,ANFGF,2023-10-18,2023-09-30,0,USD
ANFIF,ANFIF,2023-11-29,2023-09-30,0,USD
ANGH,Anghami Inc,2023-11-14,2023-09-30,0,USD
ANGI,Angi Inc - Class A,2023-11-06,2023-09-30,-0.03,USD
ANGN,ANGN,2023-11-13,2023-09-30,,USD
ANGO,Angiodynamic Inc,2023-10-04,2023-08-31,-0.13,USD
ANGPY,ANGPY,2023-10-24,2023-09-30,0,ZAR
ANIK,Anika Therapeutics Inc,2023-11-06,2023-09-30,-0.37,USD
ANIOY,ANIOY,2023-11-03,2023-09-30,0,EUR
ANIP,ANI Pharmaceuticals Inc,2023-11-07,2023-09-30,0.77,USD
ANKOF,ANKOF,2023-12-11,2023-10-31,,USD
ANLDF,ANLDF,2023-11-29,2023-09-30,,CAD
ANNX,Annexon Inc,2023-11-01,2023-09-30,-0.5,USD
ANPC,ANPC,2023-12-17,2023-09-30,,CNY
ANRGF,ANRGF,2023-11-06,2023-09-30,,CAD
ANSS,Ansys Inc,2023-10-31,2023-09-30,1.26,USD
ANTH,ANTH,2023-11-06,2023-09-30,0,USD
ANTX,AN2 Therapeutics Inc,2023-11-08,2023-09-30,-0.81,USD
ANVS,Annovis Bio Inc,2023-11-06,2023-09-30,-1.09,USD
ANY,Sphere 3D Corp,2023-11-08,2023-09-30,,USD
AOBI,AOBI,2023-11-14,2023-09-30,0,USD
AOCIF,AOCIF,2023-11-07,2023-09-30,,CAD
AOIFF,AOIFF,2023-11-13,2023-09-30,0.11,USD
AOMR,Angel Oak Mortgage REIT Inc,2023-11-06,2023-09-30,0.15,USD
AON,Aon plc. - Class A,2023-10-26,2023-09-30,2.21,USD
AONNY,AONNY,2023-10-11,2023-08-31,0.0504,JPY
AOREF,AOREF,2023-09-28,2023-06-30,,USD
AORT,Artivion Inc,2023-11-01,2023-09-30,-0.06,USD
AOS,A.O. Smith Corp,2023-10-26,2023-09-30,0.77,USD
AOSL,Alpha & Omega Semiconductor Ltd,2023-11-01,2023-09-30,0.32,USD
AOTVF,AOTVF,2023-11-08,2023-09-30,,CAD
AOUT,American Outdoor Brands Inc,2023-11-29,2023-10-31,0.2,USD
AOXG,AOXG,2023-11-16,2023-09-30,0,USD
AOZOY,AOZOY,2023-11-10,2023-09-30,0.0934,JPY
AP,Ampco-Pittsburgh Corp,2023-11-13,2023-09-30,,USD
APA,APA Corporation,2023-10-31,2023-09-30,1.04,USD
APAAF,APAAF,2023-11-06,2023-09-30,,CAD
APAM,Artisan Partners Asset Management Inc - Class A,2023-10-30,2023-09-30,0.78,USD
APCX,AppTech Payments Corp,2023-11-09,2023-09-30,0,USD
APD,Air Products & Chemicals Inc,2023-11-01,2023-09-30,3.12,USD
APDN,Applied Dna Sciences Inc,2023-12-12,2023-09-30,-0.27,USD
APEI,American Public Education Inc,2023-11-06,2023-09-30,-0.25,USD
APELY,APELY,2023-10-30,2023-09-30,0.4639,JPY
APEMY,APEMY,2023-11-10,2023-09-30,0,EUR
APEN,APEN,2023-10-30,2023-09-30,,USD
APEUF,APEUF,2023-11-21,2023-09-30,,CAD
APG,APi Group Corporation,2023-11-01,2023-09-30,0.45,USD
APGE,Apogee Therapeutics Inc,2023-11-29,2023-09-30,-0.44,USD
APGI,APGI,2023-12-11,2023-09-30,0,USD
APGN,Apexigen Inc,2023-11-14,2023-09-30,-0.19,USD
APH,Amphenol Corp - Class A,2023-10-25,2023-09-30,0.74,USD
API,Agora Inc,2023-11-20,2023-09-30,-0.1,USD
APLD,Applied Digital Corporation,2023-10-11,2023-08-31,-0.01,USD
APLE,Apple Hospitality REIT Inc,2023-11-07,2023-09-30,0.24,USD
APLIF,APLIF,2023-11-08,2023-09-30,-0.01,CAD
APLS,Apellis Pharmaceuticals Inc,2023-11-06,2023-09-30,-1.12,USD
APLT,Applied Therapeutics Inc,2023-11-07,2023-09-30,-0.26,USD
APM,Aptorum Group Ltd - Class A,2023-09-30,2023-06-30,,USD
APMCF,APMCF,2023-11-22,2023-09-30,,CAD
APO,Apollo Global Management Inc - Class A (New),2023-11-01,2023-09-30,1.82,USD
APOG,Apogee Enterprises Inc,2023-12-20,2023-11-30,1.11,USD
APP,Applovin Corp - Class A,2023-11-07,2023-09-30,0.26,USD
APPF,Appfolio Inc - Class A,2023-10-25,2023-09-30,0.41,USD
APPH,APPH,2023-11-06,2023-09-30,,USD
APPHQ,APPHQ,2023-11-06,2023-09-30,-0.1407,USD
APPN,Appian Corp - Class A,2023-11-01,2023-09-30,-0.25,USD
APPS,Digital Turbine Inc,2023-11-07,2023-09-30,0.14,USD
APPTF,APPTF,2023-11-08,2023-09-30,,USD
APRE,Aprea Therapeutics Inc,2023-11-07,2023-09-30,-1.16,USD
APRN,Blue Apron Holdings Inc - Class A,2023-11-06,2023-09-30,-1.99,USD
APT,Alpha Pro Tech Ltd,2023-11-06,2023-09-30,,USD
APTCF,APTCF,2023-12-20,2023-10-31,,USD
APTO,Aptose Biosciences Inc,2023-10-30,2023-09-30,-2.05,USD
APTV,Aptiv PLC,2023-11-02,2023-09-30,1.2,USD
APTX,Aptinyx Inc,2023-11-06,2023-09-30,-0.05,USD
APVO,Aptevo Therapeutics Inc,2023-11-08,2023-09-30,-0.72,USD
APVS,APVS,2023-11-13,2023-09-30,0,USD
APYP,APYP,2023-11-06,2023-09-30,,USD
APYRF,APYRF,2023-10-24,2023-09-30,,CAD
APYX,Apyx Medical Corp,2023-11-08,2023-09-30,-0.11,USD
AQB,AquaBounty Technologies Inc,2023-11-06,2023-09-30,-0.1,USD
AQMS,Aqua Metals Inc,2023-11-01,2023-09-30,-0.04,USD
AQN,Algonquin Power & Utilities Corp,2023-11-09,2023-09-30,0.13,USD
AQQSQ,AQQSQ,2023-11-13,2023-09-30,0,USD
AQST,Aquestive Therapeutics Inc,2023-10-30,2023-09-30,-0.11,USD
AQSZF,AQSZF,2023-11-27,2023-09-30,,USD
AQUA,AQUA,2023-11-13,2023-09-30,,USD
AR,Antero Resources Corp,2023-10-24,2023-09-30,0.03,USD
ARAO,ARAO,2023-11-06,2023-09-30,,USD
ARAT,ARAT,2023-12-11,2023-10-31,,USD
ARAV,Aravive Inc,2023-11-08,2023-09-30,-0.1,USD
ARAY,Accuray Inc,2023-10-31,2023-09-30,-0.05,USD
ARBE,Arbe Robotics Ltd,2023-12-05,2023-10-31,-0.155,USD
ARBG,Aequi Acquisition Corp - Class A,2023-11-07,2023-09-30,,USD
ARBK,Argo Blockchain Plc,2023-10-31,2023-09-30,-0.1468,GBP
ARBKF,ARBKF,2023-10-31,2023-09-30,-0.0147,GBP
ARBTF,ARBTF,2023-11-27,2023-09-30,,USD
ARC,ARC Document Solutions Inc,2023-10-31,2023-09-30,0.08,USD
ARCAY,ARCAY,2023-10-16,2023-09-30,0.7067,EUR
ARCB,ArcBest Corp,2023-10-30,2023-09-30,1.67,USD
ARCC,Ares Capital Corp,2023-10-23,2023-09-30,0.58,USD
ARCE,Arco Platform Ltd - Class A,2023-11-29,2023-09-30,-0.17,BRL
ARCH,Arch Resources Inc - Class A,2023-10-25,2023-09-30,5.45,USD
ARCO,Arcos Dorados Holdings Inc - Class A,2023-11-14,2023-09-30,0.19,USD
ARCT,Arcturus Therapeutics Holdings Inc,2023-11-07,2023-09-30,-1.69,USD
ARCW,ARCW,2023-11-14,2023-09-30,0,USD
ARDS,ARDS,2023-11-20,2023-09-30,,USD
ARDX,Ardelyx Inc,2023-11-01,2023-09-30,-0.11,USD
ARE,Alexandria Real Estate Equities Inc,2023-10-23,2023-09-30,0.83,USD
AREB,American Rebel Holdings Inc,2023-11-13,2023-09-30,,USD
AREC,American Resources Corporation - Class A,2023-11-13,2023-09-30,-0.14,USD
AREN,Arena Group Holdings Inc (The),2023-11-07,2023-09-30,-0.38,USD
ARES,Ares Management Corp - Class A,2023-10-25,2023-09-30,0.88,USD
ARESF,ARESF,2023-11-01,2023-09-30,,CAD
ARET,ARET,2023-11-21,2023-09-30,0,USD
ARGC,ARGC,2023-12-15,2023-10-31,,USD
ARGO,Argo Group International Holdings Ltd,2023-11-06,2023-09-30,0.51,USD
ARGTF,ARGTF,2023-11-06,2023-09-30,,CAD
ARGX,Argen X SE,2023-10-31,2023-09-30,-1.45,USD
ARHS,Arhaus Inc Class A,2023-11-08,2023-09-30,0.12,USD
ARHTF,ARHTF,2023-11-06,2023-09-30,,CAD
ARI,Apollo Commercial Real Estate Finance Inc,2023-10-23,2023-09-30,0.35,USD
ARIS,Aris Water Solutions Inc - Class A,2023-11-08,2023-09-30,0.18,USD
ARKAY,ARKAY,2023-11-09,2023-09-30,2.72,EUR
ARKO,ARKO Corp - Class A,2023-11-06,2023-09-30,0.13,USD
ARKR,Ark Restaurants Corp,2023-12-18,2023-09-30,,USD
ARL,American Realty Investors Inc,2023-11-08,2023-09-30,,USD
ARLO,Arlo Technologies Inc,2023-11-06,2023-09-30,0.07,USD
ARLP,Alliance Resource Partners LP,2023-10-30,2023-09-30,1.28,USD
ARMK,Aramark,2023-11-13,2023-09-30,0.65,USD
ARMN,Aris Mining Corp,2023-11-13,2023-09-30,,USD
ARMP,Armata Pharmaceuticals Inc,2023-11-07,2023-09-30,-0.31,USD
ARNC,Arconic Corporation,2023-10-30,2023-09-30,0.64,USD
ARNGF,ARNGF,2023-11-09,2023-09-30,0.008,USD
AROC,Archrock Inc,2023-10-31,2023-09-30,0.19,USD
AROW,Arrow Financial Corp,2023-10-25,2023-09-30,0.33,USD
ARQQ,Arqit Quantum Inc,2023-12-12,2023-09-30,,USD
ARQT,Arcutis Biotherapeutics Inc,2023-11-06,2023-09-30,-1.03,USD
ARR,ARMOUR Residential REIT Inc,2023-10-24,2023-09-30,0.23,USD
ARREF,ARREF,2023-10-31,2023-09-30,0.04,USD
ARRY,Array Technologies Inc,2023-11-09,2023-09-30,0.1265,USD
ARTL,Artelo Biosciences Inc,2023-11-06,2023-08-31,-0.62,USD
ARTNA,Artesian Resources Corp - Class A,2023-11-01,2023-09-30,0.6,USD
ARTW,Art`s-way Manufacturing Co. Inc,2023-10-03,2023-08-31,,USD
ARVL,Arrival,2023-11-06,2023-09-30,,EUR
ARVN,Arvinas Inc,2023-11-06,2023-09-30,-1.56,USD
ARW,Arrow Electronics Inc,2023-11-01,2023-09-30,3.51,USD
ARWR,Arrowhead Pharmaceuticals Inc,2023-11-27,2023-09-30,-0.6,USD
ARYX,ARYX,2023-11-13,2023-09-30,0,USD
ARZGY,ARZGY,2023-11-17,2023-09-30,0.3003,EUR
ASAI,Sendas Distribuidora S.A.,2023-10-24,2023-09-30,0.1832,BRL
ASAN,Asana Inc - Class A,2023-11-29,2023-10-31,-0.11,USD
ASAP,Waitr Holdings Inc,2023-11-07,2023-09-30,,USD
ASAPF,ASAPF,2023-11-20,2023-09-30,,USD
ASAZY,ASAZY,2023-10-25,2023-09-30,0.1551,SEK
ASB,Associated Banc-Corp,2023-10-19,2023-09-30,0.51,USD
ASBFY,ASBFY,2023-11-07,2023-08-31,0,GBP
ASC,Ardmore Shipping Corp,2023-10-31,2023-09-30,0.38,USD
ASEKY,ASEKY,2023-11-01,2023-09-30,1.1,JPY
ASFT,ASFT,2023-11-14,2023-09-30,,USD
ASGLY,ASGLY,2023-11-02,2023-09-30,0,JPY
ASGN,ASGN Inc,2023-10-24,2023-09-30,1.55,USD
ASGOF,ASGOF,2023-12-19,2023-10-31,,CAD
ASGTF,ASGTF,2023-11-08,2023-09-30,,CAD
ASH,Ashland Inc,2023-11-06,2023-09-30,0.98,USD
ASHTY,ASHTY,2023-12-05,2023-10-31,5.23,USD
ASHXF,ASHXF,2023-11-21,2023-10-31,,CAD
ASIX,AdvanSix Inc,2023-11-02,2023-09-30,0.02,USD
ASLE,AerSale Corp,2023-11-06,2023-09-30,0.21,USD
ASLN,ASLAN Pharmaceuticals Ltd,2023-10-27,2023-09-30,-0.78,USD
ASM,Avino Silver & Gold Mines Ltd,2023-11-07,2023-09-30,0.02,USD
ASMB,Assembly Biosciences Inc,2023-11-06,2023-09-30,-0.25,USD
ASMIY,ASMIY,2023-10-24,2023-09-30,2.84,EUR
ASML,ASML Holding NV,2023-10-18,2023-09-30,5.11,USD
ASND,Ascendis Pharma A/S,2023-10-31,2023-09-30,-2.64,EUR
ASO,Academy Sports and Outdoors Inc,2023-12-05,2023-10-31,1.64,USD
ASOMY,ASOMY,2023-10-18,2023-08-31,0,USD
ASOZY,ASOZY,2023-11-23,2023-09-30,0,PLN
ASPCF,ASPCF,2023-11-13,2023-09-30,,USD
ASPCQ,ASPCQ,2023-11-13,2023-09-30,,USD
ASPN,Aspen Aerogels Inc,2023-10-24,2023-09-30,-0.3,USD
ASPS,Altisource Portfolio Solutions S.A.,2023-11-01,2023-09-30,-0.51,USD
ASPU,ASPU,2023-12-11,2023-10-31,-0.07,USD
ASR,Grupo Aeroportuario Del Sureste S.A.,2023-10-23,2023-09-30,85.3,MXN
ASRE,ASRE,2023-12-12,2023-11-30,,USD
ASRT,Assertio Holdings Inc,2023-11-06,2023-09-30,0.11,USD
ASRV,Ameriserv Financial Inc,2023-10-16,2023-09-30,,USD
ASTC,Astrotech Corp,2023-11-08,2023-09-30,,USD
ASTE,Astec Industries Inc,2023-10-31,2023-09-30,0.62,USD
ASTI,Ascent Solar Technologies Inc,2023-11-06,2023-09-30,,USD
ASTR,Astra Space Inc - Class A,2023-11-06,2023-09-30,,USD
ASTS,AST SpaceMobile Inc - Class A,2023-11-13,2023-09-30,-0.21,USD
ASUR,Asure Software Inc,2023-11-06,2023-09-30,0.06,USD
ASX,ASE Technology Holding Co.Ltd,2023-11-02,2023-09-30,0.13,TWD
ASXC,Asensus Surgical Inc,2023-11-08,2023-09-30,-0.07,USD
ASXFY,ASXFY,2023-10-05,2023-09-30,0,AUD
ASXSF,ASXSF,2023-10-31,2023-09-30,,CAD
ASYS,Amtech Systems Inc,2023-11-28,2023-09-30,0.05,USD
ATAI,ATAI Life Sciences N.V.,2023-11-13,2023-09-30,-0.2048,USD
ATAO,ATAO,2023-11-10,2023-09-30,,USD
ATAX,ATAX,2023-11-01,2023-09-30,,USD
ATBPF,ATBPF,2023-11-13,2023-09-30,-0.09,CAD
ATCMF,ATCMF,2023-10-25,2023-09-30,0.015,USD
ATCO,ATCO,2023-10-30,2023-09-30,,USD
ATCV,ATCV,2023-11-29,2023-09-30,0,USD
ATDS,ATDS,2023-11-15,2023-09-30,0,USD
ATEC,Alphatec Holdings Inc,2023-11-01,2023-09-30,-0.28,USD
ATEN,A10 Networks Inc,2023-10-30,2023-09-30,0.22,USD
ATER,Aterian Inc,2023-11-06,2023-09-30,-0.13,USD
ATEX,Anterix Inc,2023-10-30,2023-09-30,-0.62,USD
ATEYY,ATEYY,2023-11-01,2023-09-30,0.6959,JPY
ATGE,Adtalem Global Education Inc,2023-11-01,2023-09-30,0.8,USD
ATGN,ATGN,2023-12-13,2023-09-30,,USD
ATGSY,ATGSY,2023-11-09,2023-09-30,0,EUR
ATHA,Athira Pharma Inc,2023-11-08,2023-09-30,-0.81,USD
ATHM,Autohome Inc,2023-11-01,2023-09-30,0.61,CNY
ATHOF,ATHOF,2023-10-31,2023-09-30,,CAD
ATHX,Athersys Inc,2023-11-13,2023-09-30,-0.21,USD
ATI,ATI Inc,2023-10-31,2023-09-30,0.55,USD
ATIF,ATIF Holdings Ltd,2023-11-06,2023-10-31,,USD
ATIP,ATI Physical Therapy Inc - Class A,2023-11-06,2023-09-30,-4.79,USD
ATIXF,ATIXF,2023-11-21,2023-09-30,,CAD
ATKR,Atkore Inc,2023-11-16,2023-09-30,4.08,USD
ATLC,Atlanticus Holdings Corp,2023-11-06,2023-09-30,1.01,USD
ATLCY,ATLCY,2023-10-25,2023-09-30,0.1382,SEK
ATLKY,ATLKY,2023-10-25,2023-09-30,0.1382,SEK
ATLO,Ames National Corp,2023-10-16,2023-09-30,0,USD
ATLYD,ATLYD,2023-11-27,2023-09-30,,CAD
ATLYF,ATLYF,2023-11-27,2023-09-30,,CAD
ATMS,ATMS,2023-11-13,2023-09-30,,USD
ATMU,Atmus Filtration Technologies Inc,2023-11-29,2023-09-30,0.45,USD
ATNF,180 Life Sciences Corp,2023-11-08,2023-09-30,,USD
ATNI,ATN International Inc,2023-10-24,2023-09-30,-0.21,USD
ATNM,Actinium Pharmaceuticals Inc,2023-11-14,2023-09-30,-0.54,USD
ATNX,ATNX,2023-11-01,2023-09-30,,USD
ATNXQ,ATNXQ,2023-11-01,2023-09-30,,USD
ATO,Atmos Energy Corp,2023-11-07,2023-09-30,0.7,USD
ATOM,Atomera Inc,2023-11-07,2023-09-30,-0.16,USD
ATONY,ATONY,2023-11-29,2023-09-30,0,CNY
ATOS,Atossa Therapeutics Inc,2023-11-06,2023-09-30,-0.07,USD
ATR,Aptargroup Inc,2023-10-25,2023-09-30,1.27,USD
ATRA,Atara Biotherapeutics Inc,2023-11-06,2023-09-30,-0.65,USD
ATRC,Atricure Inc,2023-10-30,2023-09-30,-0.32,USD
ATRI,Atrion Corp,2023-11-06,2023-09-30,,USD
ATRO,Astronics Corp,2023-11-13,2023-09-30,0.04,USD
ATROB,ATROB,2023-11-06,2023-09-30,0.01,USD
ATRWF,ATRWF,2023-11-06,2023-09-30,,USD
ATS,ATS Corporation.,2023-11-07,2023-09-30,,CAD
ATSAF,ATSAF,2023-11-07,2023-09-30,,CAD
ATSG,Air Transport Services Group Inc,2023-11-01,2023-09-30,0.46,USD
ATTO,ATTO,2023-11-13,2023-09-30,,USD
ATTOF,ATTOF,2023-11-13,2023-09-30,,USD
ATUS,Altice USA Inc - Class A,2023-10-31,2023-09-30,0.06,USD
ATUSF,ATUSF,2023-11-07,2023-09-30,,CAD
ATUUF,ATUUF,2023-11-13,2023-09-30,,CAD
ATVI,Activision Blizzard Inc,2023-11-06,2023-09-30,0.88,USD
ATXG,Addentax Group Corp,2023-11-14,2023-09-30,,USD
ATXI,Avenue Therapeutics Inc,2023-11-01,2023-09-30,-0.26,USD
ATXS,Astria Therapeutics Inc,2023-11-08,2023-09-30,-0.52,USD
ATY,ATY,2023-11-08,2023-09-30,,CAD
ATZAF,ATZAF,2023-09-28,2023-08-31,,CAD
AU,AngloGold Ashanti Ltd,2023-10-30,2023-09-30,0.33,USD
AUB,Atlantic Union Bankshares Corp,2023-10-18,2023-09-30,0.74,USD
AUBN,Auburn National Bancorp Inc,2023-10-23,2023-09-30,,USD
AUD,AUD,2023-11-06,2023-09-30,,USD
AUDA,AUDA,2023-11-06,2023-09-30,-3.33,USD
AUDAD,AUDAD,2023-11-06,2023-09-30,-3.15,USD
AUDC,Audiocodes,2023-10-31,2023-09-30,0.18,USD
AUGG,AUGG,2023-11-07,2023-09-30,0,USD
AUGX,Augmedix Inc,2023-11-07,2023-09-30,-0.1225,USD
AUID,authID Inc,2023-11-08,2023-09-30,,USD
AUKNY,AUKNY,2023-11-29,2023-09-30,0,NZD
AULT,Ault Alliance Inc,2023-11-20,2023-09-30,,USD
AUMBF,AUMBF,2023-11-20,2023-09-30,,CAD
AUMN,Golden Minerals Company,2023-11-08,2023-09-30,-0.5,USD
AUNFF,AUNFF,2023-11-21,2023-09-30,0,USD
AUPH,Aurinia Pharmaceuticals Inc,2023-11-01,2023-09-30,-0.17,USD
AUR,Aurora Innovation Inc - Class A,2023-11-02,2023-09-30,-0.15,USD
AURA,Aura Biosciences Inc,2023-10-30,2023-09-30,-0.52,USD
AURWF,AURWF,2023-11-20,2023-08-31,,CAD
AURX,AURX,2023-11-02,2023-09-30,,USD
AUSAF,AUSAF,2023-11-20,2023-09-30,,CAD
AUTL,Autolus Therapeutics plc,2023-11-01,2023-09-30,-0.25,USD
AUUD,Auddia Inc,2023-11-29,2023-09-30,-0.19,USD
AUVI,Applied UV Inc,2023-11-13,2023-09-30,,USD
AVA,Avista Corp,2023-10-30,2023-09-30,0.14,USD
AVAH,Aveanna Healthcare Holdings Inc,2023-11-07,2023-09-30,-0.03,USD
AVAL,Grupo Aval Acciones y Valores S.A.,2023-11-15,2023-09-30,0.1273,COP
AVAV,AeroVironment Inc,2023-12-04,2023-10-31,0.6,USD
AVB,Avalonbay Communities Inc,2023-11-01,2023-09-30,1.25,USD
AVBH,AVBH,2023-10-18,2023-09-30,0.6491,USD
AVCNF,AVCNF,2023-11-13,2023-09-30,,CAD
AVCRF,AVCRF,2023-11-27,2023-09-30,,CAD
AVCVF,AVCVF,2023-11-20,2023-09-30,,CAD
AVD,American Vanguard Corp,2023-11-06,2023-09-30,0.3,USD
AVDL,Avadel Pharmaceuticals plc,2023-11-06,2023-09-30,-0.39,USD
AVDX,AvidXchange Holdings Inc,2023-11-06,2023-09-30,-0.03,USD
AVEO,AVEO,2023-11-06,2023-09-30,,USD
AVGO,Broadcom Inc,2023-12-06,2023-10-31,10.95,USD
AVGR,Avinger Inc,2023-11-07,2023-09-30,-2.85,USD
AVHNY,AVHNY,2023-11-23,2023-09-30,0,EUR
AVID,Avid Technology Inc,2023-11-06,2023-09-30,0.53,USD
AVIFY,AVIFY,2023-11-02,2023-09-30,0.071,THB
AVIR,Atea Pharmaceuticals Inc,2023-11-06,2023-09-30,-0.48,USD
AVNS,Avanos Medical Inc,2023-10-31,2023-09-30,0.29,USD
AVNT,Avient Corp,2023-10-31,2023-09-30,0.57,USD
AVNW,Aviat Networks Inc,2023-10-31,2023-09-30,0.77,USD
AVO,Mission Produce Inc,2023-12-20,2023-10-31,0.17,USD
AVPT,AvePoint Inc - Class A,2023-11-08,2023-09-30,0.02,USD
AVRO,AvroBio Inc,2023-11-06,2023-09-30,-0.27,USD
AVRW,AVRW,2023-11-21,2023-09-30,,USD
AVT,Avnet Inc,2023-10-24,2023-09-30,1.51,USD
AVTA,Avantax Inc,2023-10-30,2023-09-30,0.19,USD
AVTBF,AVTBF,2023-10-10,2023-08-31,,CAD
AVTE,Aerovate Therapeutics Inc,2023-11-13,2023-09-30,-0.69,USD
AVTI,AVTI,2023-11-29,2023-09-30,0,USD
AVTR,Avantor Inc,2023-10-26,2023-09-30,0.25,USD
AVTX,Avalo Therapeutics Inc,2023-11-06,2023-09-30,-1.1,USD
AVVIY,AVVIY,2023-11-15,2023-09-30,0,GBP
AVXL,Anavex Life Sciences Corporation,2023-11-27,2023-09-30,-0.15,USD
AVXT,AVXT,2023-11-15,2023-09-30,0,USD
AVY,Avery Dennison Corp,2023-10-24,2023-09-30,2.1,USD
AWCMY,AWCMY,2023-10-19,2023-09-30,0,USD
AWH,Aspira Women`s Health Inc,2023-11-08,2023-09-30,-0.51,USD
AWI,Armstrong World Industries Inc,2023-10-23,2023-09-30,1.31,USD
AWK,American Water Works Co. Inc,2023-11-01,2023-09-30,1.63,USD
AWLCF,AWLCF,2023-11-14,2023-09-30,0,USD
AWR,American States Water Company,2023-11-06,2023-09-30,0.84,USD
AWRE,Aware Inc,2023-10-25,2023-09-30,-0.06,USD
AWRRF,AWRRF,2023-10-17,2023-09-30,,CAD
AWX,Avalon Holdings Corp - Class A,2023-11-08,2023-09-30,,USD
AX,Axos Financial Inc,2023-10-25,2023-09-30,1.36,USD
AXAHY,AXAHY,2023-10-26,2023-09-30,0,EUR
AXAS,AXAS,2023-11-13,2023-09-30,,USD
AXDX,Accelerate Diagnostics Inc,2023-11-13,2023-09-30,-1.07,USD
AXFOY,AXFOY,2023-10-25,2023-09-30,0.3447,SEK
AXGN,Axogen Inc,2023-11-06,2023-09-30,-0.08,USD
AXIM,AXIM,2023-11-15,2023-09-30,,USD
AXL,American Axle & Manufacturing Holdings Inc,2023-11-02,2023-09-30,0.14,USD
AXLA,Axcella Health Inc,2023-10-30,2023-09-30,-1.25,USD
AXNX,Axonics Inc,2023-10-30,2023-09-30,-0.05,USD
AXON,Axon Enterprise Inc,2023-11-06,2023-09-30,0.76,USD
AXP,American Express Company,2023-10-20,2023-09-30,2.96,USD
AXR,AMREP Corp,2023-12-11,2023-10-31,,USD
